designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,bp_g,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
Gaia DR3 604971264906411904,604971264906411904,132.84226760275962,11.985865054519028,1.5197858798587374,-15.967808796539757,18.072069920488556,0.9377786,13.640763,0.7966385,0.31558132,104.87947,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5686.061,4.3666,-0.546,633.097,0.0022,0.0019,0.001
Gaia DR3 604971264906413440,604971264906413440,132.839547685253,11.984650561946603,1.2913879865767568,-11.39452885616975,-1.7575879650480362,1.9197179,13.970555,0.77164364,0.30606747,44.661213,NOT_AVAILABLE,1,true,true,false,false,false,true,true,5844.6777,4.5528,-0.1564,637.8076,0.0215,0.0181,0.0097
Gaia DR3 604971294970858880,604971294970858880,132.81391024538257,11.990026323198657,0.7913821440969849,1.4236191940424776,2.5351552265651756,0.9957032,18.317028,1.5297756,0.71785736,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4009.7825,4.8378,-0.7798,935.929,0.0044,0.0032,0.0017
Gaia DR3 604971294971067648,604971294971067648,132.80955114570384,11.982832848678733,,,,,20.82478,1.8073044,0.6938782,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604971299266158976,604971299266158976,132.81075984437632,11.985901199872913,1.4817789438432116,2.7034493052396895,-17.22627632809912,0.99604446,16.782965,1.6771593,0.804409,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4384.214,4.5921,0.4318,796.079,0.6127,0.451,0.239
Gaia DR3 604971367985645184,604971367985645184,132.78309377063175,11.981478881756251,1.1357587306009553,-11.282678776367648,-2.7662561531000627,1.0644931,14.5729265,0.88091564,0.35636902,31.183826,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5600.661,4.4088,-0.1081,821.8748,0.1006,0.0836,0.0447
Gaia DR3 604971367985646720,604971367985646720,132.77936117137014,11.976911588209155,1.1163833828605643,-10.114698160241907,-3.8735571868725085,1.097504,16.716963,1.6030464,0.75912094,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4262.3457,4.5019,0.02,862.5767,0.311,0.2301,0.1222
Gaia DR3 604971398050074368,604971398050074368,132.79204839405247,11.990948255288192,1.830416642513693,-19.338694605118256,-6.841398993328484,1.0401043,18.8645,2.992422,1.7968102,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3240.5212,4.9269,0.0037,391.205,0.4088,0.2563,0.1751
Gaia DR3 604971402345380480,604971402345380480,132.79426154888145,11.981576833105978,1.2642172672737708,-8.829908853134757,-3.74565363734772,1.0320587,19.90228,1.9903507,0.81487083,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604971402345380736,604971402345380736,132.79037517023778,11.987127079679214,1.0080907465096915,-10.78862169419301,-2.820068016270842,2.7876437,13.41916,0.7644329,0.2975111,31.598337,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 604971402345381120,604971402345381120,132.79034360399598,11.986013756183572,1.1409356378322533,-10.81463792668292,-2.891204384153836,1.0623294,13.618245,0.7491989,0.2903719,41.09211,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5860.518,4.2457,-0.4583,829.5759,0.0127,0.0107,0.0058
Gaia DR3 604971436705122944,604971436705122944,132.77767525823162,11.98470405303703,0.3515180330007457,-3.5617875181285217,-1.6859094294610653,1.0527852,17.617403,1.2329502,0.55153275,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4613.422,4.5398,-0.1932,1720.766,0.0093,0.0072,0.0038
Gaia DR3 604971436705123328,604971436705123328,132.76927190930533,11.994318172577003,0.6023048817320681,2.312592021959749,-10.14886638386933,0.9340461,18.859007,1.9372005,0.9798374,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3510.9465,4.6137,-1.1607,610.9944,0.0483,0.0334,0.0185
Gaia DR3 604971466769552128,604971466769552128,132.77903655329845,11.995985845485437,1.1459637299655883,-10.970780088326563,-2.1465884952075096,0.9974907,16.507046,1.454668,0.67025185,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4560.947,4.6628,-0.0373,738.6971,0.314,0.2375,0.1252
Gaia DR3 604971471064858496,604971471064858496,132.7825781787741,11.993158360225623,1.1148318822145746,-10.859975281745795,-2.780820156009243,1.0226693,15.526613,1.1029902,0.4715109,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4917.3,4.5209,-0.3274,804.1571,0.0094,0.0074,0.0039
Gaia DR3 604971535489032576,604971535489032576,132.8201213100531,12.00787111589062,-0.2159136536643319,-0.24343370101764636,0.09843934031911579,1.0190921,18.538736,0.745903,-0.06785965,,VARIABLE,0,true,false,false,true,false,false,false,,,,,,,
Gaia DR3 604971569848978176,604971569848978176,132.78902007921187,12.011165760500937,-0.23377811166860749,-5.079550507656297,-8.981328766514412,1.0642811,20.508436,1.8594189,0.5907974,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604971574144069888,604971574144069888,132.787496960785,12.004043622507433,-0.3614767822973353,2.1570287675949684,-5.217508467120181,0.9797161,19.385715,0.6815605,0.24686813,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604973017253260672,604973017253260672,132.780073138062,12.060683663021027,1.6419087164426345,2.6371830311836346,-3.2696759961227455,1.0924659,20.25001,1.4615116,0.49180794,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604971574144071168,604971574144071168,132.7814686734964,12.006232827284,0.33161081143662363,4.733952416631535,-7.892255122824173,1.0676854,17.648449,1.078928,0.4696102,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4897.0815,4.6905,-0.6956,1625.1516,0.0049,0.0039,0.0021
Gaia DR3 604971604208606208,604971604208606208,132.80752674687116,12.019299496059107,0.27373603670483093,0.4163948188565546,-3.145318077062825,1.0636287,20.266869,2.067133,0.9213524,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604971608504160128,604971608504160128,132.7987891255404,12.01430015144434,,,,,21.293655,1.7273178,-0.4925232,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604971677223267072,604971677223267072,132.85416402133188,12.000509549770792,1.0023875329369196,-11.190473874414785,-2.6353652027843264,0.96940607,18.702,2.2982922,1.2459927,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3422.7615,4.5228,-1.1688,498.8998,0.2095,0.1412,0.0836
Gaia DR3 604971711583008128,604971711583008128,132.84347926983187,12.004819054414284,4.883103742160245,28.56614220226796,-53.64867490881045,1.0812259,16.221437,2.1700954,1.1183262,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3693.2488,4.8764,-0.5665,200.105,0.6045,0.4155,0.2395
Gaia DR3 604971741647559296,604971741647559296,132.85184604588144,12.012851149323524,4.948731277689311,-11.770946687572021,-9.599350843087315,1.034001,19.822912,2.7125168,1.3634014,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604971745942742656,604971745942742656,132.85155907813683,12.015751873123174,0.894170951226394,-10.917722673090886,-2.414765687758707,0.9462583,18.759844,2.2960815,1.2489758,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3436.1511,4.6056,-1.1347,479.1452,0.3443,0.2315,0.1373
Gaia DR3 604971776011863808,604971776011863808,132.8682449838335,12.01944653093541,-2.739277557322925,-2.102323887380042,1.996779649057181,1.0388705,20.700848,1.0838509,0.29698944,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604971810366943104,604971810366943104,132.8735763883459,12.022412792563507,0.38814059520390126,-10.508628263770108,-2.1201937360317116,0.99734145,20.005136,2.5901623,1.4017849,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604971810368144768,604971810368144768,132.87453201623998,12.02180945094559,0.9426734705769693,1.6680886165509632,-7.185096944800887,1.0157102,20.116518,1.7123413,0.89372253,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604971814662213120,604971814662213120,132.87835866726962,12.021156167058743,0.6709584400367582,6.507370431305876,-5.319823541148996,1.0218931,16.181059,0.94218826,0.38941002,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5256.2144,4.525,-0.6176,1265.4878,0.0091,0.0074,0.004
Gaia DR3 604971814662213376,604971814662213376,132.87535465487395,12.025300880028194,0.38892961560774886,-3.138179655013233,-2.149917220843008,1.0269727,17.580933,1.1442356,0.5011711,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4734.339,4.2474,-0.6413,2898.1938,0.0032,0.0025,0.0013
Gaia DR3 604971844726417536,604971844726417536,132.85040703899517,12.025164418496702,1.3306954615291955,-11.612499669155017,-3.232835233863703,1.3946855,14.791033,1.0199318,0.41912937,20.86041,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5004.205,4.3288,-1.3886,736.1127,0.0319,0.0258,0.014
Gaia DR3 604971849020954624,604971849020954624,132.85801292579802,12.026654590348105,1.341804367523161,-10.888129303207403,-3.003503347368105,1.0423858,19.503849,2.4334698,1.2893295,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604971917741440640,604971917741440640,132.8281014611802,12.008986787460117,1.1057196296925933,-11.201543990375214,-2.417877743115188,0.9863956,18.52638,2.0702858,1.027792,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3493.4028,4.6651,-0.7401,547.9518,0.4075,0.2776,0.1581
Gaia DR3 604971947805990912,604971947805990912,132.83947550370286,12.027934602703803,2.3486271466940574,-17.776840889172313,-14.688319217645201,1.0743731,20.693954,1.817852,0.50733185,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604971952101479552,604971952101479552,132.831660762178,12.02461924904368,,,,,21.773457,1.8460579,-0.9489441,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604971986460918656,604971986460918656,132.81588956164742,12.026721424033221,0.5665397030525943,-0.9208137050625025,-0.11422471177992913,1.0469061,19.972551,0.549675,0.18712234,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604972020820651776,604972020820651776,132.8289468123728,12.034498741592575,0.11461291264966661,3.985754962209292,-6.6880015768921375,0.98604256,17.134577,0.87555504,0.3528614,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5448.119,4.6318,-0.8743,1776.8245,0.0186,0.0154,0.0083
Gaia DR3 604972020820652416,604972020820652416,132.82709932206188,12.033626279747333,1.0804738192044225,5.2793013359918515,-1.7482552694784186,1.0031798,16.516834,1.3645048,0.61813164,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4582.9155,4.6564,0.2661,849.8584,0.1838,0.1406,0.0735
Gaia DR3 604972055180385536,604972055180385536,132.8517927258346,12.034601636827562,,,,,21.044819,1.6200161,-1.066185,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604972055180387200,604972055180387200,132.8464018591721,12.03156374311172,0.6095333267244951,-0.21464931347875438,-6.619984049677601,1.0017534,17.589981,1.2386894,0.5627861,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4560.4136,4.7493,-0.9146,1141.137,0.0305,0.0237,0.0127
Gaia DR3 604972089540120832,604972089540120832,132.85538541143225,12.049013154771263,1.155151961830552,-10.907364072655643,-2.9775437730629193,1.012131,13.385247,1.2792387,0.5569763,22.044498,VARIABLE,0,true,true,false,true,false,true,true,5179.931,3.6605,-0.2234,824.8105,0.7148,0.5678,0.3045
Gaia DR3 604972089540122368,604972089540122368,132.85192750514352,12.042043861938778,1.894904707229958,-10.613273918409721,-2.9268056336205133,1.0609787,19.496065,2.3560886,1.2660522,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604972119604596224,604972119604596224,132.83694118623,12.045596528938898,0.9752738212533509,-10.454813808189696,-3.2648781814642627,1.0320282,18.883698,2.28858,1.2138481,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3399.1394,4.7898,-0.6913,482.2253,0.0959,0.0636,0.0394
Gaia DR3 604972153964534656,604972153964534656,132.83945767943408,12.051568065070601,,,,,21.008324,1.1565838,0.2082653,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604972158259600384,604972158259600384,132.8434339923561,12.050826984821954,0.048510640602216444,-1.1623080207668428,-0.5570343783153734,0.89114666,17.545351,0.3046608,0.10848808,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,7651.2363,4.4237,-0.6276,7450.4683,0.0314,0.0287,0.0154
Gaia DR3 604972158261308288,604972158261308288,132.84682485656293,12.047803639474578,4.794308495899345,-4.400571680259257,-2.7127562221949137,5.0147505,18.54719,1.7969685,0.63985634,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604972222688122624,604972222688122624,132.76590186997498,12.009001574749625,-0.7777454377619012,4.230047181113517,-10.580479480319537,1.0248247,20.442858,1.9281235,0.9151592,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604972226979102848,604972226979102848,132.77216699135758,12.009601730834481,-0.07506130747512073,-1.024396807007971,0.5909506629218392,1.0112982,19.155737,0.6925297,0.27871513,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604972226979105664,604972226979105664,132.76210193196212,12.006009890745084,2.421483824773696,-11.999535181817567,7.356010750477193,1.0027303,13.996565,1.1144495,0.4797125,36.82235,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4899.3726,4.5344,0.0502,405.1245,0.0136,0.0108,0.0057
Gaia DR3 604972257044512000,604972257044512000,132.74386647316513,12.007519160464545,2.2468621899065306,-2.1167368617674924,-4.694880177324572,0.94037384,20.889154,1.9686718,0.73036003,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604972261338848768,604972261338848768,132.741628585677,12.009085241451494,0.27461574224356816,-0.634888717891241,-1.5013684235570324,1.0397973,19.774395,1.0717831,0.4263401,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604972261338848896,604972261338848896,132.74356262617414,12.005589559504804,0.2737878621239529,-0.34383635594763734,-2.060580228158183,1.0207956,16.11366,0.8915186,0.36224937,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5392.567,4.3594,-0.6755,1735.9263,0.0181,0.0149,0.0081
Gaia DR3 604972291403373824,604972291403373824,132.76032676802515,12.021927782942374,-2.6075132403227457,-2.3629234704144433,-14.201070289711936,1.0548674,20.716396,1.366312,0.34061623,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604972330058312448,604972330058312448,132.78376461217343,12.018469006546416,1.1485641042661476,-11.667729407578365,-3.0218843491475704,0.9733501,13.459555,0.77516556,0.30521488,31.900158,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5909.499,4.1575,-0.2983,756.7476,0.0926,0.0785,0.0423
Gaia DR3 604972360122759296,604972360122759296,132.79275009161614,12.025423598946663,1.1283923415400154,-10.625220420770718,-2.843694130094833,0.9496858,15.816169,1.1649942,0.5062113,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4815.7153,4.5113,0.0154,915.1475,0.0499,0.0392,0.0207
Gaia DR3 604972360123812480,604972360123812480,132.79167413100808,12.027305187578747,,,,,21.06716,1.7583313,0.40686226,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604972364418045952,604972364418045952,132.79671611309618,12.025745998573855,0.5454505765793933,-0.4724426307237825,-4.496310547533627,1.0117327,17.163382,1.1419563,0.49105263,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4818.8174,4.6898,-0.3615,1265.6685,0.0028,0.0022,0.0012
Gaia DR3 604972394482497280,604972394482497280,132.77354268521415,12.025162997313473,1.0564678647333976,-11.190629545389218,-2.968490562447858,1.0129311,18.798012,2.3520565,1.2879963,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3497.5725,4.8978,-0.6212,475.9013,0.5352,0.3573,0.2161
Gaia DR3 604972394482498304,604972394482498304,132.77652431097883,12.028031656746716,1.1471914229471987,-11.060924921596094,-2.629969087360542,0.9538665,18.89432,2.358183,1.2886963,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3309.4338,4.6491,-0.7944,469.6331,0.1623,0.1081,0.0637
Gaia DR3 604972394482498944,604972394482498944,132.7720665093281,12.030350265033292,1.0566674727245078,-10.962890776130706,-2.919442706295867,0.9581899,17.03083,1.8243256,0.9067192,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4220.423,4.5206,0.1633,831.1372,0.6391,0.4612,0.2497
Gaia DR3 604972428842238080,604972428842238080,132.77523845168378,12.032661155972853,12.827646280600984,-95.34256163889994,-26.310419205231426,1.0411747,17.034756,0.04253578,0.03808403,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,
Gaia DR3 604972428842241024,604972428842241024,132.78212291808833,12.041545611518332,0.8183605726259143,-1.9559087310136962,-0.027986232128338107,1.0017422,17.354748,1.6376553,0.76111984,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4334.5146,4.4415,0.1097,1311.2285,0.4672,0.3465,0.1833
Gaia DR3 604972467497283200,604972467497283200,132.731664843547,12.012281823796817,1.0929273294939044,-10.949605135919768,-2.8413130546682943,1.0191607,15.253333,1.026391,0.43287563,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5146.4644,4.4819,-0.0499,879.5975,0.0649,0.0524,0.0277
Gaia DR3 604972467498966400,604972467498966400,132.74032321431204,12.011280480391266,1.155616317210312,-10.845922431687558,-3.081908369052811,1.0257351,15.534751,1.0921993,0.46079826,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4932.5674,4.4168,-0.0919,1015.2388,0.0336,0.0267,0.0141
Gaia DR3 604972501856347904,604972501856347904,132.75409945751767,12.023191066096016,,,,,18.027296,1.0226717,-2.2338734,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604972501857011840,604972501857011840,132.75468071836548,12.023413157574224,3.826045562613574,-2.493627901367053,-32.606825425585676,1.2786118,11.298443,0.9144497,0.37360382,44.52364,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5675.4673,4.1391,-0.1227,253.077,0.1453,0.12,0.0639
Gaia DR3 604972570576836864,604972570576836864,132.73414810852108,12.028364448646908,,,,,21.070692,0.8601513,0.11015701,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604972600641132288,604972600641132288,132.75994703972955,12.041989137579137,,,,,20.77051,0.3539276,-0.1482315,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604972600641173888,604972600641173888,132.76228427932867,12.032718357919553,,,,,20.87039,0.46229744,0.10923958,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604972604935220864,604972604935220864,132.74911319236762,12.035189767361022,1.19223495172624,-17.364466554461437,5.121640951759075,1.0549135,19.78495,2.5443745,1.3302917,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604972604936222720,604972604936222720,132.76058106267737,12.038757396807485,1.384182606515473,-24.194467881602762,7.860873600125474,0.99776965,20.25991,1.9426098,0.84545517,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604972639295954816,604972639295954816,132.77212386143142,12.050355194815104,2.337217283483849,-6.459773695869295,0.669539760709631,0.9432822,12.696248,0.76143646,0.3017006,10.291114,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5829.7417,4.401,-0.2665,421.0932,0.0031,0.0026,0.0014
Gaia DR3 604972673655892096,604972673655892096,132.74475286222912,12.039493761678889,0.22738169825947446,0.22823307395599185,-4.952870851483845,1.012391,18.089294,1.4295044,0.6557121,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4294.227,4.7133,-0.7748,1203.6682,0.0127,0.0095,0.0051
Gaia DR3 604972703720477056,604972703720477056,132.76800640797674,12.052859275243842,1.630256975839294,2.421319781085031,-2.7272018594960046,1.0613133,20.769201,1.7215385,0.52412224,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604972738079974144,604972738079974144,132.8067002340106,12.037654277588071,1.7705968864376018,-6.619154850370839,-46.60772272359902,1.0679197,20.305788,1.8906441,0.9060459,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604972742375167232,604972742375167232,132.7956228345091,12.032845410972968,0.9982274804830753,-4.390530235605352,7.805448841397079,0.98524624,19.117418,2.2852173,1.2157288,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604972806799692032,604972806799692032,132.79076068832916,12.04276678525149,3.888104169534604,-9.007601898339516,-4.492058502834816,1.059756,20.799644,2.0377274,0.75359154,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604972811096339712,604972811096339712,132.79183189044574,12.03647489345441,,,,,21.183601,1.5841446,-1.7753696,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604972841159190016,604972841159190016,132.80245417585246,12.048595376050823,-0.8933778027728598,-2.8592575824631457,-2.8331910738483876,1.0835971,20.381783,1.5644855,0.48516273,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604972909878819968,604972909878819968,132.83661147018486,12.057339704584207,0.17249656822302506,1.4409735762141287,-1.1138335011230793,1.1589222,20.824808,-0.15301514,0.09681511,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604972914173390976,604972914173390976,132.83189627430363,12.058654549862522,,,,,20.876688,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604972914173845888,604972914173845888,132.83201937418994,12.059452565380264,0.9767983637456623,5.846606397014806,-3.754066917566206,1.1914549,15.30695,0.9608736,0.39514542,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5188.7856,4.3907,-0.7316,1017.3237,0.0227,0.0185,0.01
Gaia DR3 604972944238043904,604972944238043904,132.81040871678022,12.069069380406313,1.216427701213476,-11.097329189529985,-3.0553320910389465,0.98135,14.8516245,0.93605995,0.38624,,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5400.2666,4.5018,-0.0933,795.2717,0.072,0.0592,0.0315
Gaia DR3 604972948533586816,604972948533586816,132.81234891959056,12.066600568215545,2.6463395514574315,-0.11211472007251667,1.4268185060527443,1.0276018,16.781548,2.0116882,1.011755,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3860.1472,4.6759,-0.3903,416.2114,0.5755,0.404,0.2262
Gaia DR3 604972948533588224,604972948533588224,132.80800396051083,12.064263963690642,0.3555804163681234,-0.9792076723056482,-1.3919849409482115,1.0009371,17.035027,0.95464706,0.40560532,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5221.226,4.6165,-0.462,1636.3187,0.0032,0.0026,0.0014
Gaia DR3 604972948533589248,604972948533589248,132.81131541262553,12.05651226275639,0.6108183759548266,-0.055507622175454685,-7.921642243277011,0.9155597,17.683956,1.4088974,0.6570778,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4349.926,4.54,0.0135,1525.6813,0.0087,0.0065,0.0034
Gaia DR3 604972948534114304,604972948534114304,132.81343146700584,12.063004794195805,,,,,21.00267,2.365797,0.8836117,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604972982893323648,604972982893323648,132.81701739476983,12.07191151280815,2.0918867599893356,-15.29612242866057,-14.492280289045743,1.0451133,17.303179,2.3751278,1.2756557,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3594.5537,4.3882,-0.4299,574.8527,0.6679,0.449,0.2712
Gaia DR3 604973012957993088,604973012957993088,132.77891004134952,12.048184519280843,0.14419331358633733,-12.138499015614105,-2.397921209943072,1.0653205,20.276451,2.2777977,1.0301495,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604973012962138496,604973012962138496,132.77863179689552,12.05124537536208,0.6297434603780764,-10.417806252706097,-0.9190030811998628,1.095079,20.452068,2.021103,0.8214607,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604973017253073536,604973017253073536,132.78770532888203,12.050601436357928,1.1530946179273056,-11.027386254648546,-2.9450812202115264,0.94478816,13.56774,0.74101925,0.29101467,33.72519,NOT_AVAILABLE,0,true,true,false,false,false,false,true,6038.434,4.1308,-0.3456,882.9482,0.04,0.034,0.0183
Gaia DR3 604973081681579904,604973081681579904,132.76532136609438,12.064738982289695,-2.908999070854206,-3.4525756413715487,-3.3377005442060947,1.1869609,20.655079,1.4676075,0.40523148,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604973085972551296,604973085972551296,132.76953337602475,12.072005630471182,1.1485572710917131,-10.932152309281328,-2.9598280080646333,0.9455546,13.405049,0.7436886,0.29235935,35.448853,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5951.4746,4.1993,-0.1766,757.416,0.0399,0.0339,0.0182
Gaia DR3 604973116041368192,604973116041368192,132.78435630419625,12.0691446533542,2.193415382419217,-18.886279752812335,-21.12769615742932,1.0222038,20.53796,0.51067734,0.084186554,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604973120333984896,604973120333984896,132.77471358137302,12.071062689159799,0.16484806821106396,0.418760109657328,-3.505579598011221,0.9674377,20.357843,1.5459709,0.46980858,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604973184756492544,604973184756492544,132.8214074737383,12.080997803212608,1.345895616816649,-11.126733466229009,-3.0871693483645304,1.161568,16.350328,1.3836918,0.62680817,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4437.342,4.5001,-0.191,880.3317,0.1159,0.0882,0.0465
Gaia DR3 604973219116314880,604973219116314880,132.79452787373245,12.082111194727903,-0.9350584707891058,-4.969632333821249,-0.1892573918330279,1.0706011,20.603481,1.1646614,0.36006355,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604973257771230464,604973257771230464,132.80631978311794,12.089191462529211,0.5985881455735576,-1.3398507794051946,-0.6036084280236416,0.98196423,18.323778,1.5838337,0.7709522,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4062.2625,5.0008,-1.491,685.3929,0.0035,0.0026,0.0014
Gaia DR3 604973322196245760,604973322196245760,132.64148728095768,11.966350289430869,,,,,20.957403,1.8203487,0.68582153,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 604973395210250368,604973395210250368,132.63145162507936,11.981369251086988,0.6128297352789769,-4.414367771345068,3.090892047602244,1.0335385,15.173589,0.7301674,0.28163147,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5957.421,4.3739,-0.5276,1281.1381,0.0286,0.0243,0.0132
Gaia DR3 604973395210251264,604973395210251264,132.63160983234138,11.97523117322738,0.8651038533771255,-4.118864287103843,-2.4148813788244117,0.95770484,18.515148,2.076643,1.0640125,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3994.028,4.6569,0.2559,1096.09,0.7166,0.5024,0.284
